date,evaporation,precipitation,pressure,soil_moisture,temperature,wind_speed,humidity,month,is_monsoon,flood_event,district,avg_elevation_m,is_missing_precipitation,flood_onset,flood_state,precipitation_lag1,precipitation_lag2,precipitation_lag3,precipitation_lag5,precipitation_lag7,soil_moisture_lag1,soil_moisture_lag2,soil_moisture_lag3,water_area_km2_lag1,water_area_km2_lag2,water_area_km2_lag3,water_area_km2_lag5,water_area_km2_lag7,water_area_km2_lag14,humidity_lag1,humidity_lag2,pressure_lag1,precipitation_3day_sum,precipitation_7day_sum,precipitation_14day_sum,precipitation_30day_sum,soil_moisture_7day_avg,temperature_7day_avg,precip_change_1day,soil_moisture_change_3day,pressure_drop_1day,precipitation_zscore,soil_moisture_zscore,temperature_zscore,pressure_zscore,water_area_km2_lag1_zscore,water_area_km2_lag2_zscore,water_area_km2_lag3_zscore,water_area_km2_lag5_zscore,water_area_km2_lag7_zscore,water_area_km2_lag14_zscore,days_since_heavy_rain,days_since_dry_day,days_in_monsoon,precip_x_soil_moisture,precip_7day_x_monsoon,pressure_low_x_humidity_high
2023-03-14,-0.000261924,0.00367554,99734.27346,0.084881893,27.24588385,1.131189283,31.13542614,3,0,0,Balochistan_District,610,0,0,non_flood,0.000298405,,0.022999764,0.0,0.0,0.08492584,0.084965358,0.085019079,273.442893,453.0646718,632.6864505,812.3082293,1135.202126,378.9037529,31.59915496,26.56622637,100026.0521,0.0039739449999999996,0.026973709,0.033509356000000004,0.039477863999999994,0.08505972757142857,26.946057555714283,0.0033771350000000003,-0.00013718599999999748,291.7786400000041,-0.12708023531620743,-0.3136439574101041,0.03246679978793431,0.14714102292093317,-0.6911292050504397,-0.2553203461955642,0.18159454657160196,0.6166608669733423,1.4027351525965914,-0.4417185653871244,,0.0,0,0.00031198679299722,0.0,82.73509059607859
2023-03-14,-0.000261924,0.00367554,99734.27346,0.084881893,27.24588385,1.131189283,31.13542614,3,0,0,Balochistan_District,610,0,0,non_flood,0.00367554,0.000298405,,0.0,0.0,0.084881893,0.08492584,0.084965358,384.0860465,273.442893,453.0646718,789.7548279,962.4784767,253.0430725,31.13542614,31.59915496,99734.27346,0.007649485,0.030649249,0.037184896,0.04315340399999999,0.08499132414285715,27.082388302857144,0.0,-8.346500000000479e-05,-0.0,-0.12708023531620743,-0.3136439574101041,0.03246679978793431,0.14714102292093317,-0.4206874962262332,-0.6947759544451882,-0.258060355872816,0.5614286019586054,0.9800515553113122,-0.7477342554536254,,0.0,0,0.00031198679299722,0.0,82.73509059607859
2023-03-15,-0.000268742,0.01429507,99503.30996,0.085252968,26.89066644,2.535805193,34.75809275,3,0,0,Balochistan_District,610,0,0,non_flood,0.00367554,0.00367554,0.000298405,0.022999764,0.0,0.084881893,0.084881893,0.08492584,93.8211143,384.0860465,273.442893,632.6864505,812.3082293,127.1823921,31.13542614,31.13542614,99734.27346,0.02164615,0.044944318999999996,0.051354828,0.057448474,0.08500851914285713,27.069329717142857,0.01061953,0.000327127999999996,230.96349999999802,-0.07314825133035215,-0.30471501505786974,-0.02255295198971552,-0.1681271571714448,-1.1301732781540816,-0.4240807489704776,-0.6977152585620009,0.17677521455463227,0.6125598966212802,-1.0537499455201265,,0.0,0,0.00121869714526776,0.0,172.63998478321255
2023-03-16,-0.000339341,0.142902244,99588.44144,0.095207554,25.84409167,1.2522789,53.37318608,3,0,0,Balochistan_District,610,0,0,non_flood,0.01429507,0.00367554,0.00367554,,0.0,0.085252968,0.084881893,0.084881893,256.1313401,93.8211143,384.0860465,453.0646718,789.7548279,1.321711683,34.75809275,31.13542614,99503.30996,0.160872854,0.18784656300000002,0.191109413,0.200350718,0.08644779785714285,26.90676045,0.12860717400000002,0.010325661,-85.13147999999637,0.5799917698037381,-0.06518412633090132,-0.18465729271488224,-0.05192158023755802,-0.7334433094534443,-1.1342315624501564,-0.4268972919977646,-0.2631104376191822,0.5573679592496161,-1.359765635627961,,0.0,0,0.013605373112351177,0.0,219.6619160569711
2023-03-17,-0.000560568,0.007302672,99790.432,0.100336113,25.31046556,1.93659546,51.93055637,3,0,0,Balochistan_District,610,0,0,non_flood,0.142902244,0.01429507,0.00367554,0.000298405,0.022999764,0.095207554,0.085252968,0.084881893,128.1766337,256.1313401,93.8211143,273.442893,632.6864505,334.9775425,53.37318608,34.75809275,99588.44144,0.16449998600000001,0.17214947100000003,0.198408525,0.20698122600000002,0.08863594557142858,26.578312042857142,-0.135599572,0.015454220000000005,-201.99056000000564,-0.10865960606627045,0.058221135842602786,-0.26731083189324917,0.2237981600982206,-1.0461991226806553,-0.7371297216789813,-1.137370161006419,-0.7029960900378921,0.17299542515683455,-0.5485200664185959,,0.0,0,0.000732721722993936,0.0,108.82982837348123
2023-03-18,-0.000497231,0.200960158,99849.69993,0.097022379,24.22128384,1.907182723,53.22918529,3,0,0,Balochistan_District,610,0,0,non_flood,0.007302672,0.142902244,0.01429507,0.00367554,,0.100336113,0.095207554,0.085252968,0.221927384,128.1766337,256.1313401,384.0860465,453.0646718,668.6333734,51.93055637,53.37318608,99790.432,0.351165074,0.373109629,0.397739038,0.40778820400000004,0.09035837714285713,26.213183218571427,0.193657486,0.011769411000000007,-59.2679300000018,0.8748427178306437,-0.021515143498875764,-0.4360145783541954,0.3046996550484754,-1.3589549357025477,-1.050178694387485,-0.7400882333565707,-0.43203598660186615,-0.2665690460628943,0.2627255029925741,,0.0,0,0.019497632613375882,0.0,80.00350275129837
2023-03-19,-0.00074731,0.000433054,99699.72509,0.113542673,22.8336336,0.918748634,65.06703645,3,0,1,Balochistan_District,610,0,1,onset,0.200960158,0.007302672,0.142902244,0.00367554,0.000298405,0.097022379,0.100336113,0.095207554,342.9908942,0.221927384,128.1766337,93.8211143,273.442893,1307.925774,53.22918529,51.93055637,99849.69993,0.208695884,0.37324427800000004,0.396542447,0.40822125800000003,0.09444649614285715,25.655986972857143,-0.200527104,0.018335118999999997,149.9748399999953,-0.1435474144688027,0.37600221220539976,-0.6509482207085968,0.09998204873213323,-0.5211351322600617,-1.3632276668904775,-1.0532791747153767,-1.1428817422117066,-0.7061335175273398,1.8170910483092912,,0.0,0,4.9170108713342e-05,0.0,195.37998513990001
2023-03-19,-0.00074731,0.000433054,99699.72509,0.113542673,22.8336336,0.918748634,65.06703645,3,0,0,Balochistan_District,610,0,0,non_flood,0.000433054,0.200960158,0.007302672,0.01429507,0.00367554,0.113542673,0.097022379,0.100336113,1107.574436,342.9908942,0.221927384,256.1313401,384.0860465,1135.202126,65.06703645,53.22918529,99699.72509,0.201826266,0.37000179200000005,0.396975501,0.40860281200000004,0.09854089328571429,25.02566550857143,0.0,0.013206559999999992,-0.0,-0.1435474144688027,0.37600221220539976,-0.6509482207085968,0.09998204873213323,1.3477132604536926,-0.5246225388957171,-1.3664701158685786,-0.7453913039850636,-0.435371254653084,1.3971334716813846,,0.0,0,4.9170108713342e-05,0.0,195.37998513990001
2023-03-20,-0.000717299,0.088375801,99493.92304,0.109690068,24.20919964,1.325143284,54.32357289,3,0,1,Balochistan_District,610,0,1,onset,0.000433054,0.000433054,0.200960158,0.142902244,0.00367554,0.113542673,0.113542673,0.097022379,685.7598609,1107.574436,342.9908942,128.1766337,93.8211143,962.4784767,65.06703645,65.06703645,99699.72509,0.08924190900000001,0.454702053,0.485351302,0.496967913,0.10208491828571428,24.59185347857143,0.087942747,0.012667688999999996,205.80205000001297,0.3030756303247168,0.28329942179664136,-0.43788630441748577,-0.1809404250041291,0.3166846708988889,1.3459776058311148,-0.5274846779270133,-1.058746621368261,-1.1456979887470686,0.9771758918926788,,0.0,0,0.009693947621244469,0.0,274.91908624509927
2023-03-21,-0.000566578,0.003621815,99492.89408,0.101975479,25.0634121,2.710364587,44.36925771,3,0,1,Balochistan_District,610,0,0,continuation,0.088375801,0.000433054,0.000433054,0.007302672,0.01429507,0.109690068,0.113542673,0.113542673,1007.977514,685.7598609,1107.574436,0.221927384,256.1313401,812.3082293,54.32357289,65.06703645,99493.92304,0.09243067,0.44402879800000006,0.488973117,0.500583018,0.10447384842857144,24.330817144285714,-0.084753986,-0.011567194000000003,1.0289599999960046,-0.12735308127451633,0.09766816005122107,-0.3055770307403429,-0.1823449687809016,1.104271520705094,0.31398258881524216,1.343963789589396,-1.3721019385457462,-0.7484977767589007,0.6120543007848003,,0.0,0,0.000369336319474385,0.0,224.9991325074672
2023-03-22,-0.000428325,0.019804359,99573.27717,0.097526918,25.12859792,1.990696999,49.34236501,3,0,1,Balochistan_District,610,0,0,continuation,0.003621815,0.088375801,0.000433054,0.200960158,0.142902244,0.101975479,0.109690068,0.113542673,908.3805911,1007.977514,685.7598609,342.9908942,128.1766337,789.7548279,44.36925771,54.32357289,99492.89408,0.111801975,0.320930913,0.508777476,0.5203147770000001,0.10480518614285715,24.228603751428572,0.016182544,-0.016015754999999993,-80.383090000003,-0.045168963534993146,-0.009374741570818133,-0.2954803757486223,-0.07262100592745077,0.8608297787566528,1.102307677664807,0.3115007597306223,-0.5326761651008208,-1.0616242988647173,0.5572183133196651,,0.0,0,0.001931458096235562,0.0,210.5551363596012
2023-03-22,-0.000428325,0.019804359,99573.27717,0.097526918,25.12859792,1.990696999,49.34236501,3,0,1,Balochistan_District,610,0,0,continuation,0.019804359,0.003621815,0.088375801,0.000433054,0.007302672,0.097526918,0.101975479,0.109690068,808.7836685,908.3805911,1007.977514,1107.574436,0.221927384,632.6864505,49.34236501,44.36925771,99573.27717,0.043230533,0.3334326,0.5055820710000001,0.540119136,0.10440387257142858,24.20262266,0.0,-0.012163149999999998,-0.0,-0.045168963534993146,-0.009374741570818133,-0.2954803757486223,-0.07262100592745077,0.6173880375414927,0.8586377472965947,1.1001833563780734,1.3397545187517603,-1.3747508207649721,0.17532471680541462,,0.0,0,0.001931458096235562,0.0,210.5551363596012
2023-03-23,-0.000425746,0.02739475,99510.45384,0.106243029,23.30729396,2.476770723,63.36990413,3,0,0,Balochistan_District,610,0,0,non_flood,0.019804359,0.019804359,0.003621815,0.000433054,0.200960158,0.097526918,0.097526918,0.101975479,845.1621567,808.7836685,908.3805911,685.7598609,342.9908942,453.0646718,49.34236501,49.34236501,99573.27717,0.067003468,0.15986719200000002,0.532976821,0.5675138860000001,0.10572110828571428,24.07205267714286,0.007590390999999998,0.004267550000000009,62.82332999999926,-0.006620661881494347,0.2003555087954859,-0.5775827980112341,-0.15837566809893167,0.706306874378959,0.6149678176623508,0.8564029209638473,0.30674960806002594,-0.5359379510814372,-0.26140486693083254,,0.0,0,0.00291050121869775,0.0,310.2249322640952
2023-03-24,-0.000722582,,99516.49558,0.105906057,23.45714279,2.668618612,40.89119677,3,0,0,Balochistan_District,610,1,0,non_flood,0.02739475,0.019804359,0.019804359,0.088375801,0.000433054,0.106243029,0.097526918,0.097526918,659.5076958,845.1621567,808.7836685,1007.977514,1107.574436,273.442893,63.36990413,49.34236501,99510.45384,0.047199108999999996,0.15943413800000003,0.532678416,0.567510536,0.10463016314285714,24.161125418571427,,0.008379138999999994,-6.041740000000573,,0.19224716530072827,-0.5543726590972341,-0.15012861445456138,0.2525172988980609,0.703970001951669,0.6126224862839226,1.0958461391245489,1.335125584125747,-0.698134450910218,,1.0,0,,0.0,197.7107437738462
2023-03-25,-0.000529491,0.0,99878.29204,0.09765549,23.97066451,0.764744743,37.41284499,3,0,0,Balochistan_District,610,0,0,non_flood,,0.02739475,0.019804359,0.003621815,0.000433054,0.105906057,0.106243029,0.097526918,473.853235,659.5076958,845.1621567,908.3805911,685.7598609,384.0860465,40.89119677,63.36990413,99516.49558,0.02739475,0.15900108400000001,0.529002876,0.5636516260000001,0.10236056557142857,24.323558405714287,,0.00012857199999999347,-361.79645999999775,-0.1457467077890354,-0.006280995088000845,-0.4748330960819192,0.34372825690418185,-0.20127227633841016,0.24975506997558305,0.7016650333314005,0.8519377572932778,0.3028749183182264,-0.42911841777079845,,0.0,0,0.0,0.0,45.534410415291106
2023-03-26,-0.000351372,0.0,100023.0622,0.09333497,24.06033758,1.259892189,41.58886806,3,0,0,Balochistan_District,610,0,0,non_flood,0.0,,0.02739475,0.019804359,0.088375801,0.09765549,0.105906057,0.106243029,288.1987742,473.853235,659.5076958,808.7836685,1007.977514,93.8211143,37.41284499,40.89119677,99878.29204,0.0,0.070625283,0.525327336,0.5630819290000001,0.100024123,24.302292397142857,0.0,-0.012908059,-144.77016000000003,-0.1457467077890354,-0.11024292734340957,-0.4609436021729922,0.5413414073581834,-0.6550618515748812,-0.20445986175584685,0.24724411351806988,0.6080293761966937,1.0913952933397857,-1.1348640346464653,,0.0,0,0.0,0.0,0.0
2023-03-26,-0.000351372,,100023.0622,0.09333497,24.06033758,1.259892189,41.58886806,3,0,0,Balochistan_District,610,1,0,non_flood,0.0,0.0,,0.019804359,0.003621815,0.09333497,0.09765549,0.105906057,102.5443133,288.1987742,473.853235,845.1621567,908.3805911,256.1313401,41.58886806,37.41284499,100023.0622,0.0,0.067003468,0.511032266,0.562512232,0.09878976457142856,24.158996037142856,,-0.012571086999999995,-0.0,,-0.11024292734340957,-0.4609436021729922,0.5413414073581834,-1.1088514270557792,-0.6586747934872768,-0.20717680605049363,0.6971186565878048,0.8476650003513739,-0.74022548990651,,0.0,0,,0.0,0.0
2023-03-27,-0.000321465,,99795.93704,0.091039168,26.36728259,2.264542959,30.49509747,3,0,0,Balochistan_District,610,1,0,non_flood,,0.0,0.0,0.02739475,0.019804359,0.09333497,0.09333497,0.09765549,426.6263082,102.5443133,288.1987742,659.5076958,808.7836685,128.1766337,41.58886806,41.58886806,100023.0622,0.0,0.047199108999999996,0.368130022,0.562512232,0.09786294314285714,24.335950989999997,,-0.006616321999999994,227.12515999999596,,-0.16548535464286243,-0.10362006385067687,0.2313126112653397,-0.3167076230569734,-1.1128897254633627,-0.6615977256190572,0.2424592372065266,0.6039347080971127,-1.0513325620422216,,1.0,0,,0.0,62.22919855216579
2023-03-28,-0.000315967,0.01427291,99620.61974,0.089311317,26.98770309,2.748491175,31.75776285,3,0,0,Balochistan_District,610,0,0,non_flood,,,0.0,,0.019804359,0.091039168,0.09333497,0.09333497,284.8446365,426.6263082,102.5443133,473.853235,845.1621567,0.221927384,30.49509747,41.58886806,99795.93704,0.01427291,0.041667659999999995,0.37510026,0.5766600040000001,0.09668928585714286,24.60153744285714,,-0.004023653000000002,175.3173000000097,-0.07326079235289519,-0.20706153728047105,-0.007522910538946824,-0.007997782410340638,-0.6632602687613518,-0.3200034109919514,-1.1160186454323877,-0.212200181929856,0.6929589402650471,-1.362439633973697,,0.0,0,0.00127473238952247,0.0,120.48268327051511
2023-03-29,-0.000264565,0.002403998,99587.76282,0.088347231,26.25635107,3.408506627,40.05507983,3,0,0,Balochistan_District,610,0,0,non_flood,0.01427291,,,0.0,0.02739475,0.089311317,0.091039168,0.09333497,143.0629649,284.8446365,426.6263082,288.1987742,659.5076958,342.9908942,31.75776285,30.49509747,99620.61974,0.016676908,0.016676908,0.1765441,0.575916343,0.09413274328571429,25.02283131571428,-0.011868911999999999,-0.004987739000000005,32.85691999999108,-0.1335378452840066,-0.2302597271789991,-0.12080228668912756,-0.052847905359802924,-1.009812914221303,-0.6668808954029455,-0.3227727546335574,-0.6668596010662386,0.23863148885176072,-0.5290365284111129,,0.0,0,0.000212386566629538,0.0,165.12193153793933
2023-03-30,-0.000214684,0.010183439,99604.22348,0.087959439,24.16510215,2.071910282,52.16450746,3,0,0,Balochistan_District,610,0,0,non_flood,0.002403998,0.01427291,,0.0,,0.088347231,0.089311317,0.091039168,1.281293162,143.0629649,284.8446365,102.5443133,473.853235,1107.574436,40.05507983,31.75776285,99587.76282,0.026860347,0.026860347,0.186294485,0.586096222,0.09156894071428572,25.123968367142858,0.007779441000000001,-0.0030797290000000033,-16.460659999997006,-0.09402944072835245,-0.2395909200986452,-0.4447165804273737,-0.030378890466460452,-1.3563655600185636,-1.0137583795692835,-0.6698075490266162,-1.121519020447517,-0.2156959623168089,1.3299599382679,,0.0,0,0.0008957295815307211,0.0,206.4548723003281
2023-03-31,-0.000253196,0.0,99507.54489,0.087613831,25.59477765,0.423619049,45.04367126,3,0,0,Balochistan_District,610,0,0,non_flood,0.010183439,0.002403998,0.01427291,,0.0,0.087959439,0.088347231,0.089311317,363.9118679,1.281293162,143.0629649,426.6263082,288.1987742,685.7598609,52.16450746,40.05507983,99604.22348,0.012587437,0.026860347,0.185861431,0.584466577,0.090134418,25.35598453,-0.010183439,-0.001697485999999998,96.67858999999589,-0.1457467077890354,-0.2479070661835903,-0.2232736305094968,-0.16234642266612032,-0.46999862992153896,-1.3606358640732468,-1.0168423431749078,-0.32785680021933405,-0.6700234134853785,0.3043665768694305,,0.0,0,0.0,0.0,221.81986085146931
2023-03-31,-0.000253196,0.0,99507.54489,0.087613831,25.59477765,0.423619049,45.04367126,3,0,1,Balochistan_District,610,0,1,onset,0.0,0.010183439,0.002403998,,0.0,0.087613831,0.087959439,0.088347231,726.5424426,363.9118679,1.281293162,284.8446365,102.5443133,1007.977514,45.04367126,52.16450746,99507.54489,0.010183438999999999,0.026860347,0.09748563,0.582836932,0.08931711242857142,25.57519025428571,0.0,-0.0007333999999999952,-0.0,-0.1457467077890354,-0.2479070661835903,-0.2232736305094968,-0.16234642266612032,0.41636830008260334,-0.4734381041132024,-1.363877137660978,-0.6750737333408641,-1.1243508648986649,1.0878015396523344,,0.0,0,0.0,0.0,221.81986085146931
2023-04-01,-0.000273488,0.00025453,99519.81025,0.08678978,26.79816171,2.994048219,38.27187947,4,0,1,Balochistan_District,610,0,0,continuation,0.0,0.0,0.010183439,0.01427291,,0.087613831,0.087613831,0.087959439,1466.602386,726.5424426,363.9118679,143.0629649,426.6263082,908.3805911,45.04367126,45.04367126,99507.54489,0.00025453,0.027114877,0.094118345,0.5830914620000001,0.0883820852857143,25.96630798714286,0.00025453,-0.0011696590000000034,-12.265359999990324,-0.14445406038525013,-0.26773568270127857,-0.03688104272957717,-0.14560404681290182,2.225274404023699,0.4137596557538726,-0.47627703084943906,-1.0222906662174984,-0.3312681343352505,0.8456431388485228,,0.0,0,2.20906027034e-05,0.0,183.77764234729625
2023-04-02,-0.000247095,4.39e-05,99394.75734,0.086250087,27.21742282,3.35626958,43.61335625,4,0,1,Balochistan_District,610,0,0,continuation,0.00025453,0.0,0.0,0.002403998,,0.08678978,0.087613831,0.087613831,1252.907301,1466.602386,726.5424426,1.281293162,284.8446365,808.7836685,38.27187947,45.04367126,99519.81025,0.00029843,0.027158777,0.074357886,0.583135362,0.08769793085714286,26.08775659142857,-0.00021062999999999998,-0.001363744,125.05290999999852,-0.14552375874166898,-0.28072197303316404,0.02805846066419542,-0.31630289468694167,1.7029459803789944,2.2243613252215253,0.4113230758690883,-1.3695075994320887,-0.6782315482403578,0.6034847387741269,,0.0,0,3.7863788193000002e-06,0.0,263.9666374827778
2023-04-03,-0.000254438,,99359.02783,0.085891302,27.56215877,4.283544232,39.61909292,4,0,1,Balochistan_District,610,1,0,continuation,4.39e-05,0.00025453,0.0,0.010183439,0.01427291,0.086250087,0.08678978,0.087613831,1039.212215,1252.907301,1466.602386,363.9118679,143.0629649,845.1621567,43.61335625,38.27187947,99394.75734,0.00029843,0.012885866999999999,0.054553527000000004,0.583135362,0.08720935728571429,26.169821688571428,,-0.0017225290000000004,35.729509999990114,,-0.2893551889109419,0.08145473535082307,-0.36507414033090446,1.1806175542900204,1.7015433006700942,2.2227458586374036,-0.48144164205611767,-1.0251949619007485,0.691934826082721,,1.0,0,,0.0,253.94735962363785
2023-04-03,-0.000254438,7.97e-06,99359.02783,0.085891302,27.56215877,4.283544232,39.61909292,4,0,1,Balochistan_District,610,0,0,continuation,,4.39e-05,0.00025453,0.0,0.002403998,0.085891302,0.086250087,0.08678978,825.5171288,1039.212215,1252.907301,726.5424426,1.281293162,659.5076958,39.61909292,43.61335625,99359.02783,5.187e-05,0.010489838999999999,0.027166746999999998,0.583143332,0.0868585102857143,26.356365645714288,,-0.0008984779999999942,-0.0,-0.1457062316180215,-0.2893551889109419,0.08145473535082307,-0.36507414033090446,0.6582891277121922,1.1787252736721023,1.69969073453999,0.406624315226793,-1.372158375898848,0.2405374731868142,,0.0,0,6.8455367694e-07,0.0,253.94735962363785
2023-04-04,-0.000225041,5.09e-05,99684.65108,0.085578615,26.83550564,1.392245708,40.49985569,4,0,0,Balochistan_District,610,0,0,non_flood,7.97e-06,,4.39e-05,0.0,0.010183439,0.085891302,0.085891302,0.086250087,814.2294885,825.5171288,1039.212215,1466.602386,363.9118679,473.853235,39.61909292,39.61909292,99359.02783,5.887e-05,0.0003573,0.027217647,0.560194468,0.08651839257142857,26.737851858571425,4.293e-05,-0.0006714720000000063,-325.62324999998964,-0.14548820877967433,-0.29687917785466805,-0.031096828045386816,0.07940582911562294,0.6306990904187867,0.6559072461847981,1.1766356079949067,2.218997810280181,-0.4847408367426381,-0.2108598794659541,,0.0,0,4.3559515034999996e-06,0.0,127.71585751997516
2023-04-05,-0.000241979,0.0,99657.9657,0.085271037,27.17241236,0.762229525,32.58661244,4,0,0,Balochistan_District,610,0,0,non_flood,5.09e-05,7.97e-06,,0.00025453,0.0,0.085578615,0.085891302,0.085891302,634.9535539,814.2294885,825.5171288,1252.907301,726.5424426,288.1987742,40.49985569,39.61909292,99684.65108,5.887e-05,0.0003573,0.027217647,0.560194468,0.08618370771428571,26.963228245714284,-5.09e-05,-0.0006202650000000087,26.685379999995348,-0.1457467077890354,-0.3042802321720313,0.021086774404228976,0.04297993849796194,0.192500353573486,0.6282913475622672,0.653580480960289,1.6956681644438452,0.4026767023205794,-0.6622572321187224,,0.0,0,0.0,0.0,111.45739175286671
2023-04-06,-0.000221702,0.0,99902.70957,0.08517516,27.32439927,2.225348133,32.63040959,4,0,0,Balochistan_District,610,0,0,non_flood,0.0,5.09e-05,7.97e-06,4.39e-05,0.0,0.085271037,0.085578615,0.085891302,455.6776193,634.9535539,814.2294885,1039.212215,1466.602386,102.5443133,32.58661244,40.49985569,99657.9657,5.09e-05,0.0003573,0.027217647,0.5598960629999999,0.08583532614285715,27.210317048571426,0.0,-0.0007161420000000029,-244.7438700000057,-0.1457467077890354,-0.3065872596082777,0.04462808129471088,0.3770585027891508,-0.2456983832718145,0.1896818681856892,0.6259520584447058,1.1723385161585542,2.2137268992726904,-1.1136545850146293,,0.0,0,0.0,0.0,31.746265800870166
2023-04-07,-0.000232224,0.001211716,100114.1824,0.08511993,28.10567829,2.95574524,28.50915038,4,0,0,Balochistan_District,610,0,0,non_flood,0.0,0.0,5.09e-05,,0.00025453,0.08517516,0.085271037,0.085578615,276.4016847,455.6776193,634.9535539,825.5171288,1252.907301,426.6263082,32.63040959,32.58661244,99902.70957,0.001211716,0.0013144860000000001,0.028429363,0.557432239,0.08559677614285714,27.39710513142857,0.001211716,-0.00045868500000000034,-211.4728299999988,-0.13959292811070642,-0.3079162240659047,0.1656406683452322,0.6657216649471759,-0.6838971201171151,-0.2489276111908887,0.18714366835055474,0.6490088673834723,1.690779360727466,-0.32568669073450446,,0.0,0,0.00010314118109988,0.0,0.0
2023-04-07,-0.000232224,0.001211716,100114.1824,0.08511993,28.10567829,2.95574524,28.50915038,4,0,0,Balochistan_District,610,0,0,non_flood,0.001211716,0.0,0.0,7.97e-06,4.39e-05,0.08511993,0.08517516,0.085271037,97.1257501,276.4016847,455.6776193,814.2294885,1039.212215,284.8446365,28.50915038,32.63040959,100114.1824,0.002423432,0.0024823020000000005,0.029641079,0.554968415,0.08543532514285714,27.52399877,0.0,-0.00015110699999999755,-0.0,-0.13959292811070642,-0.3079162240659047,0.1656406683452322,0.6657216649471759,-1.1220958569624158,-0.6875370905674667,-0.25166472174359616,0.6213659442880396,1.1678318197350748,-0.6704124300691983,,0.0,0,0.00010314118109988,0.0,0.0
2023-04-08,-0.000239629,0.0,100129.1619,0.084958309,28.70022727,2.339274307,24.1809506,4,0,0,Balochistan_District,610,0,0,non_flood,0.001211716,0.001211716,0.0,5.09e-05,,0.08511993,0.08511993,0.08517516,418.1802823,97.1257501,276.4016847,634.9535539,825.5171288,143.0629649,28.50915038,28.50915038,100114.1824,0.002423432,0.0024823020000000005,0.015368169000000001,0.5406733450000001,0.08530204042857144,27.686579984285718,-0.001211716,-0.000216851000000004,-14.97950000000128,-0.1457467077890354,-0.311805207672751,0.2577305726639845,0.6861688771850153,-0.3373519883422552,-1.1261465699440445,-0.6904731118377472,0.18232724875044146,0.6448842782532501,-1.0151381691607535,,0.0,0,0.0,0.0,0.0
2023-04-09,-0.000238686,0.002614019,100037.0296,0.084816045,29.94051399,1.101447024,22.43857443,4,0,0,Balochistan_District,610,0,0,non_flood,0.0,0.001211716,0.001211716,0.0,7.97e-06,0.084958309,0.08511993,0.08511993,279.1303878,418.1802823,97.1257501,455.6776193,814.2294885,1.281293162,24.1809506,28.50915038,100129.1619,0.0038257350000000002,0.005088351,0.015578189999999999,0.40038512,0.08514843228571427,28.02634501571428,0.002614019,-0.00030388499999998986,92.13230000001204,-0.1324712397742813,-0.3152284160667365,0.4498390266598511,0.5604070899384199,-0.6772274337796057,-0.34066712712912045,-1.129281501931898,-0.2567114467871565,0.617261538540407,-1.35986390858784,,0.0,0,0.000221710753134855,0.0,0.0
2023-04-10,-0.00023967,,99908.45915,0.084869595,29.91655031,0.403834576,24.75356042,4,0,0,Balochistan_District,610,1,0,non_flood,0.002614019,0.0,0.001211716,0.0,5.09e-05,0.084816045,0.084958309,0.08511993,140.0804933,279.1303878,418.1802823,276.4016847,634.9535539,363.9118679,22.43857443,24.1809506,100037.0296,0.0026140190000000004,0.005037450999999999,0.005394751,0.39308244800000003,0.0850471437142857,28.466494254285717,,-0.0002503349999999904,128.57044999999925,,-0.31393987638348614,0.4461272836873461,0.38490675423534043,-1.017102879216956,-0.6808611524459635,-0.34344584182812005,-0.6957501423247546,0.17854340555450027,-0.47816960012722115,,1.0,0,,0.0,22.659619613732776
2023-04-11,-0.000380707,0.030981735,99929.10342,0.087561369,29.17257451,0.946881093,31.36006282,4,0,0,Balochistan_District,610,0,0,non_flood,,0.002614019,0.0,0.001211716,0.0,0.084869595,0.084816045,0.084958309,1.030598776,140.0804933,279.1303878,97.1257501,455.6776193,726.5424426,24.75356042,22.43857443,99908.45915,0.033595754,0.036019186,0.036376486,0.223104025,0.08537433399999998,28.752231704285716,,0.0026030600000000043,-20.644270000004326,0.011596078179271356,-0.24916942601295888,0.3308926057345432,0.41308645116683435,-1.356978324712969,-1.0210551777628065,-0.6837941461582348,-1.1347888378623525,-0.2601747274314063,0.4035247082410049,,0.0,0,0.002712803130595215,0.0,22.233212025231722
2023-04-12,-0.000326087,,99898.69713,0.086024961,29.75893399,0.809893562,29.80332861,4,0,0,Balochistan_District,610,1,0,non_flood,0.030981735,,0.002614019,0.001211716,0.0,0.087561369,0.084869595,0.084816045,361.1061574,1.030598776,140.0804933,418.1802823,276.4016847,1466.602386,31.36006282,24.75356042,99929.10342,0.030981735,0.036019186,0.036376486,0.22267097100000002,0.08549573414285715,29.100022378571428,,0.0012089159999999904,30.40628999999899,,-0.28613903717380723,0.4217140354670328,0.3715814700262609,-0.47685654311438763,-1.3612492031383667,-1.0241424504883494,-0.348540737535775,-0.698892860417313,2.202894881279786,,1.0,0,,0.0,30.191627237460967
